Request On,Departure - Destination,Departure Date,Stop,Departure Time - Arrival Time (Price)
21/10/2021 15:50:18,AOR - BKI,10/24/2021,1 stop,14:45 - 08:45 (RM209.00)
21/10/2021 15:50:18,AOR - BKI,10/24/2021,1 stop,14:45 - 23:25 (RM446.10)
21/10/2021 15:50:51,AOR - JHB,10/24/2021,Direct,11:20 - 12:45 (RM304.30)
21/10/2021 15:54:42,BKI - AOR,10/24/2021,1 stop,09:10 - 14:20 (RM496.10)
21/10/2021 15:54:42,BKI - AOR,10/24/2021,1 stop,17:45 - 14:20 (RM456.11)
21/10/2021 15:56:08,BKI - JHB,10/24/2021,Direct,10:45 - 13:00 (RM374.30)
21/10/2021 15:56:31,BKI - KCH,10/24/2021,Direct,15:45 - 17:10 (RM444.30)
21/10/2021 15:56:42,BKI - KUL,10/24/2021,Direct,09:10 - 11:45 (RM324.30)
21/10/2021 15:56:42,BKI - KUL,10/24/2021,Direct,11:40 - 14:15 (RM324.30)
21/10/2021 15:56:42,BKI - KUL,10/24/2021,Direct,17:45 - 20:20 (RM324.30)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,09:10 - 18:25 (RM516.09)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,09:10 - 14:55 (RM536.10)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,09:10 - 17:20 (RM516.09)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,09:10 - 19:30 (RM516.09)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,09:10 - 16:00 (RM556.10)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,11:40 - 18:25 (RM516.09)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,11:40 - 19:30 (RM516.09)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,11:40 - 17:20 (RM516.09)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,17:45 - 08:05 (RM536.10)
21/10/2021 15:57:04,BKI - LGK,10/24/2021,1 stop,17:45 - 09:00 (RM536.10)
21/10/2021 15:57:16,BKI - MYY,10/24/2021,Direct,08:05 - 09:00 (RM314.30)
21/10/2021 15:57:27,BKI - PEN,10/24/2021,Direct,17:30 - 20:10 (RM284.30)
21/10/2021 15:57:38,BKI - SDK,10/24/2021,Direct,10:00 - 10:45 (RM104.00)
21/10/2021 15:57:38,BKI - SDK,10/24/2021,Direct,12:25 - 13:10 (RM164.00)
21/10/2021 15:57:38,BKI - SDK,10/24/2021,Direct,13:20 - 14:10 (RM194.00)
21/10/2021 15:58:11,BKI - TWU,10/24/2021,Direct,07:25 - 08:20 (RM174.00)
21/10/2021 15:58:11,BKI - TWU,10/24/2021,Direct,10:45 - 11:35 (RM214.00)
21/10/2021 15:58:11,BKI - TWU,10/24/2021,Direct,14:50 - 15:45 (RM264.00)
21/10/2021 15:59:27,BTU - KCH,10/24/2021,Direct,12:30 - 13:20 (RM424.00)
21/10/2021 15:59:27,BTU - KCH,10/24/2021,Direct,18:55 - 19:45 (RM304.00)
21/10/2021 16:02:55,IPH - LGK,10/24/2021,Direct,12:50 - 13:40 (RM314.30)
21/10/2021 16:04:24,JHB - AOR,10/24/2021,Direct,09:30 - 10:55 (RM224.30)
21/10/2021 16:04:35,JHB - BKI,10/24/2021,Direct,08:00 - 10:20 (RM324.30)
21/10/2021 16:05:43,JHB - KUL,10/24/2021,Direct,08:25 - 09:15 (RM134.30)
21/10/2021 16:05:54,JHB - LBU,10/24/2021,1 stop,08:25 - 14:05 (RM506.10)
21/10/2021 16:06:05,JHB - LGK,10/24/2021,Direct,13:25 - 14:45 (RM394.30)
21/10/2021 16:06:28,JHB - PEN,10/24/2021,Direct,13:45 - 14:55 (RM224.30)
21/10/2021 16:06:39,JHB - SDK,10/24/2021,1 stop,08:00 - 13:10 (RM564.92)
21/10/2021 16:06:39,JHB - SDK,10/24/2021,1 stop,08:00 - 14:10 (RM596.72)
21/10/2021 16:07:03,JHB - TGG,10/24/2021,1 stop,08:25 - 15:00 (RM195.99)
21/10/2021 16:07:03,JHB - TGG,10/24/2021,1 stop,08:25 - 16:15 (RM195.99)
21/10/2021 16:08:45,KBR - KUL,10/24/2021,Direct,11:35 - 12:40 (RM224.30)
21/10/2021 16:08:45,KBR - KUL,10/24/2021,Direct,13:40 - 14:50 (RM224.30)
21/10/2021 16:08:45,KBR - KUL,10/24/2021,Direct,17:45 - 18:55 (RM224.30)
21/10/2021 16:08:45,KBR - KUL,10/24/2021,Direct,18:25 - 19:35 (RM224.30)
21/10/2021 16:08:45,KBR - KUL,10/24/2021,Direct,19:40 - 20:50 (RM184.30)
21/10/2021 16:08:56,KBR - LBU,10/24/2021,1 stop,17:45 - 14:05 (RM556.10)
21/10/2021 16:08:56,KBR - LBU,10/24/2021,1 stop,18:25 - 14:05 (RM556.10)
21/10/2021 16:08:56,KBR - LBU,10/24/2021,1 stop,19:40 - 14:05 (RM516.10)
21/10/2021 16:09:41,KBR - SDK,10/24/2021,1 stop,18:25 - 16:10 (RM636.10)
21/10/2021 16:09:41,KBR - SDK,10/24/2021,1 stop,19:40 - 16:10 (RM596.10)
21/10/2021 16:10:04,KBR - TGG,10/24/2021,1 stop,11:35 - 16:15 (RM426.10)
21/10/2021 16:10:04,KBR - TGG,10/24/2021,1 stop,17:45 - 13:30 (RM466.09)
21/10/2021 16:10:04,KBR - TGG,10/24/2021,1 stop,18:25 - 13:30 (RM466.09)
21/10/2021 16:10:04,KBR - TGG,10/24/2021,1 stop,19:40 - 13:30 (RM426.10)
21/10/2021 16:10:17,KBR - TWU,10/24/2021,1 stop,17:45 - 15:25 (RM239.00)
21/10/2021 16:10:17,KBR - TWU,10/24/2021,1 stop,18:25 - 15:25 (RM239.00)
21/10/2021 16:10:17,KBR - TWU,10/24/2021,1 stop,19:40 - 15:25 (RM239.00)
21/10/2021 16:10:29,KCH - AOR,10/24/2021,1 stop,"09:10 - 14:20 (RM1,086.11)"
21/10/2021 16:10:40,KCH - BKI,10/24/2021,Direct,13:50 - 15:20 (RM394.30)
21/10/2021 16:10:51,KCH - BTU,10/24/2021,Direct,11:10 - 12:05 (RM304.00)
21/10/2021 16:10:51,KCH - BTU,10/24/2021,Direct,17:35 - 18:30 (RM304.00)
21/10/2021 16:13:08,KCH - KUL,10/24/2021,Direct,09:10 - 11:00 (RM914.30)
21/10/2021 16:13:08,KCH - KUL,10/24/2021,Direct,17:00 - 18:45 (RM914.30)
21/10/2021 16:13:50,KCH - MYY,10/24/2021,Direct,08:15 - 09:20 (RM114.00)
21/10/2021 16:13:50,KCH - MYY,10/24/2021,Direct,11:45 - 12:50 (RM144.00)
21/10/2021 16:13:50,KCH - MYY,10/24/2021,Direct,13:45 - 14:50 (RM364.00)
21/10/2021 16:13:50,KCH - MYY,10/24/2021,Direct,20:10 - 21:15 (RM144.00)
21/10/2021 16:14:29,KCH - SBW,10/24/2021,Direct,09:35 - 10:15 (RM164.00)
21/10/2021 16:14:29,KCH - SBW,10/24/2021,Direct,14:40 - 15:25 (RM164.00)
21/10/2021 16:14:29,KCH - SBW,10/24/2021,Direct,16:55 - 17:35 (RM164.00)
21/10/2021 16:14:29,KCH - SBW,10/24/2021,Direct,19:05 - 19:45 (RM164.00)
21/10/2021 16:14:40,KCH - TGG,10/24/2021,1 stop,"09:10 - 15:00 (RM1,096.10)"
21/10/2021 16:14:40,KCH - TGG,10/24/2021,1 stop,"09:10 - 16:15 (RM1,116.11)"
21/10/2021 16:14:40,KCH - TGG,10/24/2021,1 stop,"17:00 - 13:30 (RM1,156.10)"
21/10/2021 16:15:04,KUL - AOR,10/24/2021,Direct,13:15 - 14:20 (RM104.30)
21/10/2021 16:15:15,KUL - BKI,10/24/2021,Direct,06:00 - 08:45 (RM144.30)
21/10/2021 16:15:15,KUL - BKI,10/24/2021,Direct,14:40 - 17:20 (RM284.30)
21/10/2021 16:15:15,KUL - BKI,10/24/2021,Direct,20:45 - 23:25 (RM164.30)
21/10/2021 16:15:52,KUL - JHB,10/24/2021,Direct,09:40 - 10:35 (RM114.30)
21/10/2021 16:16:04,KUL - KBR,10/24/2021,Direct,10:05 - 11:10 (RM104.30)
21/10/2021 16:16:04,KUL - KBR,10/24/2021,Direct,12:10 - 13:15 (RM104.30)
21/10/2021 16:16:04,KUL - KBR,10/24/2021,Direct,16:15 - 17:20 (RM104.30)
21/10/2021 16:16:04,KUL - KBR,10/24/2021,Direct,16:55 - 18:00 (RM104.30)
21/10/2021 16:16:04,KUL - KBR,10/24/2021,Direct,18:10 - 19:15 (RM104.30)
21/10/2021 16:16:18,KUL - KCH,10/24/2021,Direct,"11:25 - 13:10 (RM1,304.30)"
21/10/2021 16:19:20,KUL - TGG,10/24/2021,Direct,09:20 - 10:15 (RM114.30)
21/10/2021 16:19:20,KUL - TGG,10/24/2021,Direct,14:00 - 15:00 (RM114.30)
21/10/2021 16:19:20,KUL - TGG,10/24/2021,Direct,15:15 - 16:15 (RM134.30)
21/10/2021 16:19:34,KUL - TWU,10/24/2021,Direct,07:20 - 10:15 (RM154.31)
21/10/2021 16:19:34,KUL - TWU,10/24/2021,Direct,13:15 - 16:15 (RM244.30)
21/10/2021 16:20:32,LBU - JHB,10/24/2021,1 stop,14:30 - 10:35 (RM446.10)
21/10/2021 16:20:47,LBU - KBR,10/24/2021,1 stop,14:30 - 09:05 (RM456.10)
21/10/2021 16:20:47,LBU - KBR,10/24/2021,1 stop,14:30 - 11:10 (RM456.10)
21/10/2021 16:21:20,LBU - KUL,10/24/2021,Direct,14:30 - 16:55 (RM264.30)
21/10/2021 16:21:45,LBU - LGK,10/24/2021,1 stop,14:30 - 08:05 (RM476.10)
21/10/2021 16:21:45,LBU - LGK,10/24/2021,1 stop,14:30 - 19:30 (RM456.10)
21/10/2021 16:21:45,LBU - LGK,10/24/2021,1 stop,14:30 - 09:00 (RM476.10)
21/10/2021 16:21:45,LBU - LGK,10/24/2021,1 stop,14:30 - 09:30 (RM476.10)
21/10/2021 16:21:45,LBU - LGK,10/24/2021,1 stop,14:30 - 11:30 (RM606.10)
21/10/2021 16:22:12,LBU - PEN,10/24/2021,1 stop,14:30 - 11:10 (RM219.00)
21/10/2021 16:22:12,LBU - PEN,10/24/2021,1 stop,14:30 - 21:00 (RM219.00)
21/10/2021 16:22:12,LBU - PEN,10/24/2021,1 stop,14:30 - 08:15 (RM219.00)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,08:40 - 17:20 (RM586.11)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,12:05 - 23:25 (RM506.10)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,12:35 - 23:25 (RM616.10)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,14:10 - 08:45 (RM886.10)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,15:30 - 23:25 (RM716.11)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,16:35 - 23:25 (RM506.10)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,19:00 - 08:45 (RM696.10)
21/10/2021 16:23:29,LGK - BKI,10/24/2021,1 stop,20:05 - 08:45 (RM696.10)
21/10/2021 16:23:57,LGK - IPH,10/24/2021,Direct,11:35 - 12:25 (RM364.30)
21/10/2021 16:24:08,LGK - JHB,10/24/2021,Direct,15:10 - 16:30 (RM334.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,08:40 - 09:50 (RM234.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,12:05 - 13:15 (RM274.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,12:35 - 13:50 (RM384.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,14:10 - 15:15 (RM574.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,15:30 - 16:45 (RM484.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,16:35 - 17:50 (RM274.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,19:00 - 20:15 (RM384.30)
21/10/2021 16:24:43,LGK - KUL,10/24/2021,Direct,20:05 - 21:20 (RM384.30)
21/10/2021 16:24:55,LGK - LBU,10/24/2021,1 stop,08:40 - 14:05 (RM606.10)
21/10/2021 16:24:55,LGK - LBU,10/24/2021,1 stop,14:10 - 14:05 (RM906.10)
21/10/2021 16:24:55,LGK - LBU,10/24/2021,1 stop,16:35 - 14:05 (RM606.10)
21/10/2021 16:24:55,LGK - LBU,10/24/2021,1 stop,19:00 - 14:05 (RM716.11)
21/10/2021 16:24:55,LGK - LBU,10/24/2021,1 stop,20:05 - 14:05 (RM716.11)
21/10/2021 16:25:28,LGK - PEN,10/24/2021,Direct,10:05 - 10:45 (RM164.30)
21/10/2021 16:25:28,LGK - PEN,10/24/2021,Direct,17:55 - 18:35 (RM184.30)
21/10/2021 16:25:39,LGK - SDK,10/24/2021,1 stop,08:40 - 16:10 (RM596.10)
21/10/2021 16:25:39,LGK - SDK,10/24/2021,1 stop,14:10 - 16:10 (RM986.10)
21/10/2021 16:25:39,LGK - SDK,10/24/2021,1 stop,19:00 - 16:10 (RM796.10)
21/10/2021 16:25:39,LGK - SDK,10/24/2021,1 stop,20:05 - 16:10 (RM796.10)
21/10/2021 16:26:05,LGK - TGG,10/24/2021,1 stop,08:40 - 16:15 (RM436.11)
21/10/2021 16:26:05,LGK - TGG,10/24/2021,1 stop,08:40 - 15:00 (RM416.10)
21/10/2021 16:26:05,LGK - TGG,10/24/2021,1 stop,12:05 - 16:15 (RM476.10)
21/10/2021 16:26:05,LGK - TGG,10/24/2021,1 stop,14:10 - 17:10 (RM756.10)
21/10/2021 16:26:05,LGK - TGG,10/24/2021,1 stop,14:10 - 13:30 (RM816.09)
21/10/2021 16:26:05,LGK - TGG,10/24/2021,1 stop,19:00 - 13:30 (RM626.10)
21/10/2021 16:26:05,LGK - TGG,10/24/2021,1 stop,20:05 - 13:30 (RM626.10)
21/10/2021 16:26:19,LGK - TWU,10/24/2021,1 stop,08:40 - 16:15 (RM546.10)
21/10/2021 16:26:19,LGK - TWU,10/24/2021,1 stop,14:10 - 15:25 (RM886.10)
21/10/2021 16:26:19,LGK - TWU,10/24/2021,1 stop,19:00 - 15:25 (RM696.10)
21/10/2021 16:26:19,LGK - TWU,10/24/2021,1 stop,20:05 - 15:25 (RM696.10)
21/10/2021 16:26:30,MYY - AOR,10/24/2021,1 stop,18:25 - 14:20 (RM179.00)
21/10/2021 16:26:41,MYY - BKI,10/24/2021,Direct,09:25 - 10:15 (RM374.30)
21/10/2021 16:27:24,MYY - KBR,10/24/2021,1 stop,18:25 - 13:15 (RM179.00)
21/10/2021 16:27:24,MYY - KBR,10/24/2021,1 stop,18:25 - 09:05 (RM179.00)
21/10/2021 16:27:24,MYY - KBR,10/24/2021,1 stop,18:25 - 11:10 (RM179.00)
21/10/2021 16:27:36,MYY - KCH,10/24/2021,Direct,09:45 - 10:45 (RM114.00)
21/10/2021 16:27:36,MYY - KCH,10/24/2021,Direct,13:15 - 14:15 (RM144.00)
21/10/2021 16:27:36,MYY - KCH,10/24/2021,Direct,15:15 - 16:15 (RM144.00)
21/10/2021 16:27:36,MYY - KCH,10/24/2021,Direct,21:40 - 22:40 (RM114.00)
21/10/2021 16:27:48,MYY - KUL,10/24/2021,Direct,18:25 - 20:30 (RM574.30)
21/10/2021 16:28:09,MYY - LGK,10/24/2021,1 stop,18:25 - 08:05 (RM786.10)
21/10/2021 16:28:09,MYY - LGK,10/24/2021,1 stop,18:25 - 14:55 (RM836.10)
21/10/2021 16:28:09,MYY - LGK,10/24/2021,1 stop,18:25 - 15:25 (RM766.09)
21/10/2021 16:28:09,MYY - LGK,10/24/2021,1 stop,18:25 - 11:30 (RM916.10)
21/10/2021 16:28:09,MYY - LGK,10/24/2021,1 stop,18:25 - 09:30 (RM786.10)
21/10/2021 16:28:09,MYY - LGK,10/24/2021,1 stop,18:25 - 09:00 (RM786.10)
21/10/2021 16:28:32,MYY - PEN,10/24/2021,1 stop,18:25 - 12:10 (RM169.00)
21/10/2021 16:28:32,MYY - PEN,10/24/2021,1 stop,18:25 - 08:15 (RM169.00)
21/10/2021 16:28:32,MYY - PEN,10/24/2021,1 stop,18:25 - 11:10 (RM169.00)
21/10/2021 16:28:43,MYY - SDK,10/24/2021,1 stop,09:25 - 14:10 (RM610.79)
21/10/2021 16:28:43,MYY - SDK,10/24/2021,1 stop,09:25 - 13:10 (RM580.79)
21/10/2021 16:29:05,MYY - TGG,10/24/2021,1 stop,18:25 - 13:30 (RM816.09)
21/10/2021 16:29:18,MYY - TWU,10/24/2021,1 stop,09:25 - 15:45 (RM680.79)
21/10/2021 16:29:40,PEN - BKI,10/24/2021,Direct,20:35 - 23:25 (RM324.30)
21/10/2021 16:30:12,PEN - JHB,10/24/2021,Direct,15:20 - 16:30 (RM264.30)
21/10/2021 16:30:47,PEN - KUL,10/24/2021,Direct,08:40 - 09:40 (RM84.30)
21/10/2021 16:30:47,PEN - KUL,10/24/2021,Direct,11:35 - 12:40 (RM104.30)
21/10/2021 16:30:47,PEN - KUL,10/24/2021,Direct,12:35 - 13:40 (RM104.30)
21/10/2021 16:30:47,PEN - KUL,10/24/2021,Direct,21:25 - 22:30 (RM184.30)
21/10/2021 16:30:58,PEN - LBU,10/24/2021,1 stop,08:40 - 14:05 (RM456.10)
21/10/2021 16:30:58,PEN - LBU,10/24/2021,1 stop,21:25 - 14:05 (RM516.10)
21/10/2021 16:31:09,PEN - LGK,10/24/2021,Direct,11:20 - 12:00 (RM94.30)
21/10/2021 16:31:09,PEN - LGK,10/24/2021,Direct,19:00 - 19:35 (RM74.30)
21/10/2021 16:31:43,PEN - SDK,10/24/2021,1 stop,08:40 - 16:10 (RM446.10)
21/10/2021 16:31:43,PEN - SDK,10/24/2021,1 stop,21:25 - 16:10 (RM596.10)
21/10/2021 16:32:05,PEN - TGG,10/24/2021,1 stop,08:40 - 15:00 (RM266.10)
21/10/2021 16:32:05,PEN - TGG,10/24/2021,1 stop,08:40 - 16:15 (RM286.11)
21/10/2021 16:32:05,PEN - TGG,10/24/2021,1 stop,11:35 - 16:15 (RM306.11)
21/10/2021 16:32:05,PEN - TGG,10/24/2021,1 stop,12:35 - 16:15 (RM306.11)
21/10/2021 16:32:05,PEN - TGG,10/24/2021,1 stop,21:25 - 17:10 (RM366.10)
21/10/2021 16:32:05,PEN - TGG,10/24/2021,1 stop,21:25 - 13:30 (RM426.10)
21/10/2021 16:32:17,PEN - TWU,10/24/2021,1 stop,08:40 - 16:15 (RM396.10)
21/10/2021 16:32:17,PEN - TWU,10/24/2021,1 stop,21:25 - 15:25 (RM496.10)
21/10/2021 16:32:28,SDK - AOR,10/24/2021,1 stop,16:35 - 14:20 (RM516.10)
21/10/2021 16:32:38,SDK - BKI,10/24/2021,Direct,11:10 - 12:00 (RM134.00)
21/10/2021 16:32:38,SDK - BKI,10/24/2021,Direct,13:35 - 14:25 (RM164.00)
21/10/2021 16:32:38,SDK - BKI,10/24/2021,Direct,14:35 - 15:30 (RM164.00)
21/10/2021 16:33:27,SDK - KBR,10/24/2021,1 stop,16:35 - 09:05 (RM536.10)
21/10/2021 16:33:27,SDK - KBR,10/24/2021,1 stop,16:35 - 13:15 (RM536.10)
21/10/2021 16:33:27,SDK - KBR,10/24/2021,1 stop,16:35 - 11:10 (RM536.10)
21/10/2021 16:33:38,SDK - KCH,10/24/2021,1 stop,11:10 - 17:10 (RM616.83)
21/10/2021 16:33:51,SDK - KUL,10/24/2021,Direct,16:35 - 19:25 (RM344.30)
21/10/2021 16:34:13,SDK - LGK,10/24/2021,1 stop,16:35 - 11:30 (RM736.10)
21/10/2021 16:34:13,SDK - LGK,10/24/2021,1 stop,16:35 - 09:30 (RM556.10)
21/10/2021 16:34:13,SDK - LGK,10/24/2021,1 stop,16:35 - 08:05 (RM556.10)
21/10/2021 16:34:13,SDK - LGK,10/24/2021,1 stop,16:35 - 09:00 (RM556.10)
21/10/2021 16:34:36,SDK - PEN,10/24/2021,1 stop,16:35 - 11:10 (RM516.10)
21/10/2021 16:34:36,SDK - PEN,10/24/2021,1 stop,16:35 - 12:10 (RM516.10)
21/10/2021 16:34:36,SDK - PEN,10/24/2021,1 stop,16:35 - 08:15 (RM516.10)
21/10/2021 16:35:09,SDK - TGG,10/24/2021,1 stop,16:35 - 13:30 (RM586.10)
21/10/2021 16:35:20,SDK - TWU,10/24/2021,1 stop,11:10 - 15:45 (RM461.00)
21/10/2021 16:36:34,SBW - KCH,10/24/2021,Direct,10:40 - 11:20 (RM204.00)
21/10/2021 16:36:34,SBW - KCH,10/24/2021,Direct,15:50 - 16:30 (RM164.00)
21/10/2021 16:36:34,SBW - KCH,10/24/2021,Direct,18:00 - 18:40 (RM164.00)
21/10/2021 16:36:34,SBW - KCH,10/24/2021,Direct,20:10 - 20:50 (RM134.00)
21/10/2021 16:38:24,TGG - AOR,10/24/2021,1 stop,10:40 - 14:20 (RM306.11)
21/10/2021 16:39:07,TGG - JHB,10/24/2021,1 stop,15:25 - 10:35 (RM306.00)
21/10/2021 16:39:07,TGG - JHB,10/24/2021,1 stop,16:40 - 10:35 (RM306.00)
21/10/2021 16:39:18,TGG - KBR,10/24/2021,1 stop,10:40 - 17:20 (RM306.11)
21/10/2021 16:39:18,TGG - KBR,10/24/2021,1 stop,10:40 - 18:00 (RM306.11)
21/10/2021 16:39:18,TGG - KBR,10/24/2021,1 stop,10:40 - 19:15 (RM306.11)
21/10/2021 16:39:18,TGG - KBR,10/24/2021,1 stop,15:25 - 11:10 (RM406.10)
21/10/2021 16:39:18,TGG - KBR,10/24/2021,1 stop,15:25 - 19:15 (RM386.11)
21/10/2021 16:39:18,TGG - KBR,10/24/2021,1 stop,16:40 - 11:10 (RM406.10)
21/10/2021 16:39:18,TGG - KBR,10/24/2021,1 stop,16:40 - 09:05 (RM406.10)
21/10/2021 16:39:40,TGG - KUL,10/24/2021,Direct,10:40 - 11:45 (RM134.30)
21/10/2021 16:39:40,TGG - KUL,10/24/2021,Direct,15:25 - 16:30 (RM214.30)
21/10/2021 16:39:40,TGG - KUL,10/24/2021,Direct,16:40 - 17:45 (RM214.30)
21/10/2021 16:39:51,TGG - LBU,10/24/2021,1 stop,16:40 - 14:05 (RM546.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,10:40 - 16:00 (RM346.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,10:40 - 17:20 (RM306.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,10:40 - 18:25 (RM306.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,10:40 - 19:30 (RM306.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,10:40 - 14:55 (RM326.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,15:25 - 08:05 (RM366.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,15:25 - 19:30 (RM346.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,16:40 - 09:00 (RM426.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,16:40 - 09:30 (RM426.10)
21/10/2021 16:40:02,TGG - LGK,10/24/2021,1 stop,16:40 - 08:05 (RM426.10)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,10:40 - 21:00 (RM336.11)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,15:25 - 11:10 (RM386.11)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,15:25 - 21:00 (RM416.10)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,15:25 - 08:15 (RM386.11)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,16:40 - 11:10 (RM386.11)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,16:40 - 21:00 (RM416.10)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,16:40 - 08:15 (RM386.11)
21/10/2021 16:40:26,TGG - PEN,10/24/2021,1 stop,16:40 - 12:10 (RM386.11)
21/10/2021 16:40:37,TGG - SDK,10/24/2021,1 stop,10:40 - 16:10 (RM496.10)
21/10/2021 16:41:21,TWU - AOR,10/24/2021,1 stop,16:40 - 14:20 (RM496.10)
21/10/2021 16:41:33,TWU - BKI,10/24/2021,Direct,08:45 - 09:35 (RM214.00)
21/10/2021 16:41:33,TWU - BKI,10/24/2021,Direct,12:00 - 12:55 (RM264.00)
21/10/2021 16:41:33,TWU - BKI,10/24/2021,Direct,16:10 - 17:05 (RM264.00)
21/10/2021 16:42:17,TWU - KBR,10/24/2021,1 stop,10:40 - 17:20 (RM416.10)
21/10/2021 16:42:17,TWU - KBR,10/24/2021,1 stop,10:40 - 18:00 (RM416.10)
21/10/2021 16:42:17,TWU - KBR,10/24/2021,1 stop,10:40 - 19:15 (RM416.10)
21/10/2021 16:42:17,TWU - KBR,10/24/2021,1 stop,16:40 - 09:05 (RM516.09)
21/10/2021 16:42:17,TWU - KBR,10/24/2021,1 stop,16:40 - 13:15 (RM516.09)
21/10/2021 16:42:17,TWU - KBR,10/24/2021,1 stop,16:40 - 11:10 (RM516.09)
21/10/2021 16:42:28,TWU - KCH,10/24/2021,1 stop,08:45 - 17:10 (RM724.66)
21/10/2021 16:42:28,TWU - KCH,10/24/2021,1 stop,12:00 - 17:10 (RM724.66)
21/10/2021 16:42:39,TWU - KUL,10/24/2021,Direct,10:40 - 13:35 (RM244.30)
21/10/2021 16:42:39,TWU - KUL,10/24/2021,Direct,16:40 - 19:30 (RM324.30)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,10:40 - 08:05 (RM456.10)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,10:40 - 19:30 (RM436.10)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,10:40 - 17:20 (RM436.10)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,10:40 - 18:25 (RM436.10)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,16:40 - 11:30 (RM716.09)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,16:40 - 08:05 (RM536.10)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,16:40 - 09:30 (RM536.10)
21/10/2021 16:43:01,TWU - LGK,10/24/2021,1 stop,16:40 - 09:00 (RM536.10)
21/10/2021 16:43:25,TWU - PEN,10/24/2021,1 stop,10:40 - 08:15 (RM416.10)
21/10/2021 16:43:25,TWU - PEN,10/24/2021,1 stop,10:40 - 21:00 (RM446.10)
21/10/2021 16:43:25,TWU - PEN,10/24/2021,1 stop,16:40 - 11:10 (RM496.10)
21/10/2021 16:43:25,TWU - PEN,10/24/2021,1 stop,16:40 - 08:15 (RM496.10)
21/10/2021 16:43:25,TWU - PEN,10/24/2021,1 stop,16:40 - 12:10 (RM496.10)
21/10/2021 16:43:37,TWU - SDK,10/24/2021,1 stop,08:45 - 14:10 (RM471.00)
21/10/2021 16:43:37,TWU - SDK,10/24/2021,1 stop,08:45 - 13:10 (RM441.00)
22/10/2021 01:57:30,AOR - BKI,10/25/2021,1 stop,14:45 - 08:45 (RM209.00)
22/10/2021 01:57:30,AOR - BKI,10/25/2021,1 stop,14:45 - 20:50 (RM209.00)
22/10/2021 01:58:39,AOR - KUL,10/25/2021,Direct,14:45 - 15:50 (RM97.62)
22/10/2021 02:00:26,BKI - AOR,10/25/2021,1 stop,09:10 - 14:20 (RM209.00)
22/10/2021 02:00:26,BKI - AOR,10/25/2021,1 stop,11:40 - 09:05 (RM209.00)
